-0.023427287	-0.006680277	0.017712262	0.113200165	-0.045366604	0.022602	-0.024776254	0.08133084	0.020902386	0.04932522	0.033379637	0.0180185	-0.010524093	0.004027198	-0.034066115	-0.016078018
-0.024131212	-0.014164563	0.00391547	0.12910753	-0.0214962	-0.038277723	-0.03522419	0.0536232	0.013308531	0.06763892	-0.039533302	0.0077388864	0.0019714243	-0.041760363	-0.088809446	0.053846903
-0.031836122	0.02942537	0.08187012	0.04643548	-0.05905425	-0.07869373	-0.04448896	0.0341098	-0.02357048	0.032217007	-0.014395738	0.029286724	-0.029170083	0.0020160603	-0.090421736	0.022148153
-0.04274242	-0.016709981	0.023986101	0.10433702	-0.046064872	-0.034079753	-0.056148384	0.027391512	0.025573334	0.02086753	0.0062429314	-0.030152284	0.012400504	0.035345536	-0.025821198	0.060451206
-0.018736195	0.044371493	0.018986028	0.03051069	-0.03232475	-0.0379118	-0.020120205	0.039634395	0.05023926	0.060779735	0.023664135	0.009049223	0.01298431	-0.017368102	-0.11170495	-0.030952161
0.019285053	-0.004181913	0.03090657	0.09702951	-0.012901284	0.042148937	-0.042771187	-0.001977656	0.0689169	-0.038036756	-0.010170138	0.028859593	0.07162628	-0.010624828	-0.046233144	0.025534466
-0.054629065	-0.005177131	0.058658414	0.11753349	-0.037015155	-0.074880175	0.013372026	0.07754293	-0.040758945	0.098068655	-0.0076435925	-0.0115186265	-0.055479307	-0.024302494	-0.14033258	-0.008639947
-0.013783177	0.0061311466	0.065176405	0.044826493	-0.10379118	0.0052828975	-0.10730223	0.09555541	0.019622264	-0.018829085	-0.0040724957	-0.011574286	0.06974695	-0.018996557	-0.014419894	0.014170908
0.025354406	0.018560408	0.046959188	0.08719408	-0.059101574	-0.037439786	-0.079947405	0.050145455	-0.038223207	0.050808676	-0.029521037	-0.060791478	0.067284636	-0.028319204	-0.0026704362	0.019985313
-0.056190602	0.07070904	0.11112909	0.024169983	-0.053594977	-0.06636331	-0.03793263	0.05615191	-0.046476513	0.10677712	0.02539093	-0.010418331	-0.01866662	-0.05124092	-0.052869003	0.09374227
-0.08366645	-0.043050792	0.058608714	0.06303766	-0.036890976	-0.05501789	0.0029377085	0.017105857	0.015701799	0.072814055	-0.03737363	0.0025670996	0.007301783	-0.028091542	0.00018726663	-0.0274496
0.043764472	-0.0399147	0.052710786	0.15657803	0.0013314742	-0.06339134	-0.005604583	0.10945779	0.077570416	0.07393272	-0.040231697	-0.04624045	-0.012342594	0.035648454	-0.09693615	0.0555239
-0.012985248	-0.004831898	0.089388415	-0.028816555	0.016685715	-0.02087265	-0.062555775	0.022687258	0.022776127	-0.0032328286	-0.0031971533	0.0065908	0.025728537	0.009121	-0.074680574	0.012868638
-0.050570294	0.0011584116	-0.06553759	0.071836956	-0.0087246485	0.010758593	-0.050322045	0.11968099	-0.1225953	0.12151313	0.072465375	-0.0015761246	0.07487014	-0.009267488	-0.048153505	-0.025653847
0.041455492	-0.00657672	0.02465839	0.061940618	-0.028401876	-0.09717071	-0.06963361	-0.027029116	0.13329512	0.034912005	-0.0050350325	-0.051316738	-0.06259196	0.049889937	-0.05400382	0.029847853
